,file_name,class,detect_tf,size,iou_tf,class_tf,iou,conf
0,0000.txt,car,True,5544,True,1,0.9177489177489178,0.731059
1,0000.txt,car,True,5544,True,1,0.9177489177489178,0.731059
2,0000.txt,car,True,5544,True,1,0.9177489177489178,0.731059
3,0001.txt,car,True,8308,True,1,0.9773107236684977,0.731059
4,0001.txt,car,True,130,True,1,0.5492957746478874,0.268941
5,0001.txt,car,True,216,True,1,0.6881720430107527,0.268941
6,0002.txt,car,True,252,True,1,0.8847583643122676,0.5
7,0002.txt,car,True,16198,True,1,0.9616394844542179,0.5
8,0002.txt,car,True,156,True,1,0.65,0.5
9,0003.txt,car,True,456,True,1,0.9166666666666666,0.119203
10,0003.txt,car,True,53573,True,1,0.9556392511920444,0.880797
11,0003.txt,car,True,156,True,1,0.65,0.268941
12,0004.txt,car,True,572,True,1,0.7727272727272727,0.5
13,0004.txt,car,True,58065,True,1,0.9557814695429374,0.924142
14,0004.txt,car,True,168,True,1,0.5310344827586206,0.5
15,0005.txt,car,True,792,True,1,0.8932038834951457,0.002473
16,0005.txt,car,True,210,True,1,0.6666666666666666,0.268941
17,0005.txt,car,True,210,True,1,0.6666666666666666,0.268941
18,0006.txt,car,False,1092,-1,-1,-1.0,-1.0
19,0006.txt,car,True,323,True,1,0.7019704433497537,0.5
20,0006.txt,car,True,300,True,1,0.6997167138810199,0.268941
21,0007.txt,car,True,408,True,1,0.7589285714285714,0.047426
22,0007.txt,car,True,342,True,1,0.6887755102040817,0.5
23,0007.txt,car,True,1320,True,1,0.8888888888888888,0.5
24,0008.txt,car,True,567,True,1,0.8330522765598651,0.268941
25,0008.txt,car,True,380,True,1,0.787746170678337,0.5
26,0008.txt,car,True,1750,True,1,0.8809788654060067,0.731059
27,0009.txt,car,True,736,True,1,0.96875,0.268941
28,0009.txt,car,True,400,True,1,0.631578947368421,0.047426
29,0009.txt,car,True,2090,True,1,0.8974600188146754,0.880797
30,0010.txt,car,True,1000,True,1,0.8177570093457944,0.002473
31,0010.txt,car,True,380,True,1,0.7272727272727273,0.119203
32,0010.txt,car,True,234,True,1,0.6946564885496184,0.006693
33,0010.txt,car,True,2145,True,1,0.9067987393066187,0.119203
34,0011.txt,car,True,1450,True,1,0.9075862068965517,0.119203
35,0011.txt,car,True,170,True,1,0.7368421052631579,0.047426
36,0011.txt,car,True,323,True,1,0.6447761194029851,0.268941
37,0011.txt,car,True,234,True,1,0.5561797752808989,0.002473
38,0011.txt,car,True,2255,True,1,0.9100080710250201,0.5
39,0012.txt,car,True,2520,True,1,0.9714285714285714,0.268941
40,0012.txt,car,True,234,True,1,0.6996466431095406,0.119203
41,0012.txt,car,True,323,True,1,0.5953002610966057,0.5
42,0012.txt,car,True,2365,True,1,0.9234672304439746,0.268941
43,0013.txt,car,True,280,True,1,0.5634674922600619,0.017986
44,0013.txt,car,True,4998,True,1,0.8643457382953181,0.731059
45,0013.txt,car,True,360,True,1,0.7439824945295405,0.268941
46,0013.txt,car,True,2365,True,1,0.8888888888888888,0.5
47,0014.txt,car,True,12580,True,1,0.9197890000775735,0.731059
48,0014.txt,car,True,360,True,1,0.5490196078431373,0.017986
49,0014.txt,car,True,399,True,1,0.9130434782608695,0.5
50,0014.txt,car,True,2376,True,1,0.8915094339622641,0.731059
51,0015.txt,car,True,30378,True,1,0.9642787429240679,0.377541
52,0015.txt,car,True,540,True,1,0.5777777777777777,0.268941
53,0015.txt,car,True,456,True,1,0.625,0.047426
54,0015.txt,car,True,2142,True,1,0.9169329073482428,0.731059
55,0016.txt,car,True,700,True,1,0.7100515463917526,0.017986
56,0016.txt,car,True,520,True,1,0.8823529411764706,0.268941
57,0016.txt,car,True,1872,True,1,0.9096209912536443,0.5
58,0017.txt,car,True,989,True,1,0.8177777777777778,0.268941
59,0017.txt,car,True,588,True,1,0.8156606851549756,0.017986
60,0017.txt,car,True,1584,True,1,0.922979797979798,0.5
61,0018.txt,car,True,1404,True,1,0.9090909090909091,0.5
62,0018.txt,car,True,690,True,1,0.7368421052631579,0.047426
63,0018.txt,car,True,1240,True,1,0.8976377952755905,0.002473
64,0019.txt,car,True,2345,True,1,0.8922465208747515,0.268941
65,0019.txt,car,True,768,True,1,0.6637168141592921,0.047426
66,0019.txt,car,True,1073,True,1,0.8941666666666667,0.006693
67,0020.txt,car,True,3999,True,1,0.8913097301312206,0.5
68,0020.txt,car,True,884,True,1,0.8081632653061225,0.002473
