,file_name,class,detect_tf,size,iou_tf,class_tf,iou,conf
0,0000.txt,car,True,5544,True,1,0.8986291486291487,0.377541
1,0000.txt,car,False,150,True,1,0.5102040816326531,0.268941
2,0000.txt,car,True,140,True,1,0.5263157894736842,0.5
3,0001.txt,car,True,8308,True,1,0.9470918428281381,0.880797
4,0001.txt,car,True,130,True,1,0.5701754385964912,0.5
5,0001.txt,car,True,216,True,1,0.6708074534161491,0.817575
6,0002.txt,car,True,252,True,1,0.7058823529411765,0.817575
7,0002.txt,car,True,16198,True,1,0.9612297814545006,0.880797
8,0002.txt,car,True,156,True,1,0.5714285714285714,0.622459
9,0003.txt,car,True,456,True,1,0.8201754385964912,0.731059
10,0003.txt,car,True,53573,True,1,0.9817112635686152,0.924142
11,0003.txt,car,True,156,True,1,0.6190476190476191,0.622459
12,0004.txt,car,True,572,True,1,0.7911392405063291,0.817575
13,0004.txt,car,False,58065,True,1,0.9363975945995745,0.075858
14,0004.txt,car,True,168,True,1,0.56,0.731059
15,0005.txt,car,True,792,True,1,0.7828282828282829,0.817575
16,0005.txt,car,True,210,True,1,0.7831325301204819,0.622459
17,0005.txt,car,True,150,True,1,0.6410256410256411,0.622459
18,0006.txt,car,False,1092,True,1,0.7831325301204819,0.001501
19,0006.txt,car,True,323,True,1,0.8431952662721893,0.731059
20,0006.txt,car,True,300,True,1,0.8471337579617835,0.5
21,0007.txt,car,True,408,True,1,0.7647058823529411,0.377541
22,0007.txt,car,True,342,True,1,0.6976744186046512,0.731059
23,0007.txt,car,False,1320,True,1,0.8519269776876268,0.017986
24,0008.txt,car,False,567,True,1,0.7003205128205128,0.047426
25,0008.txt,car,True,380,True,1,0.7099767981438515,0.817575
26,0008.txt,car,True,1750,True,1,0.8957399103139013,0.377541
27,0009.txt,car,True,736,True,1,0.8559782608695652,0.817575
28,0009.txt,car,False,400,True,1,0.6551724137931034,0.268941
29,0009.txt,car,True,2090,True,1,0.9319029850746269,0.880797
