,file_name,class,dt_condition,size,iou_tf,class_tf,pred_cls,iou,conf
0,0.txt,car,Detect,5544.0,True,1,car,0.8908994145822245,0.880797
1,0.txt,car,conf_lack,176.0,True,1,car,0.5102040816326531,0.017986
2,0.txt,car,conf_lack,154.0,True,1,car,0.5384615384615384,0.182426
3,1.txt,car,Detect,8308.0,True,1,car,0.9484584608143093,0.880797
4,1.txt,car,conf_lack,143.0,True,1,car,0.5416666666666666,0.377541
5,1.txt,car,Detect,216.0,True,1,car,0.6260869565217392,0.622459
6,2.txt,car,conf_lack,252.0,True,1,car,0.7594501718213058,0.5
7,2.txt,car,Detect,16198.0,True,1,car,0.9834547474996913,0.880797
8,2.txt,car,pos_clsT,156.0,positive,1,car,0.4727272727272727,0.377541
9,3.txt,car,Detect,456.0,True,1,car,0.8947368421052632,0.731059
10,3.txt,car,Detect,53256.0,True,1,car,0.9726646818012653,0.924142
11,3.txt,car,pos_clsT,156.0,positive,1,car,0.49523809523809526,0.377541
12,4.txt,car,Detect,567.0,True,1,car,0.8445945945945946,0.817575
13,4.txt,car,Detect,58065.0,True,1,car,0.9342459056465412,0.880797
14,4.txt,car,conf_lack,168.0,True,1,car,0.56,0.5
15,5.txt,car,Detect,792.0,True,1,car,0.7274826789838337,0.817575
16,5.txt,car,conf_lack,210.0,True,1,car,0.7831325301204819,0.5
17,5.txt,car,conf_lack,165.0,True,1,car,0.8333333333333334,0.182426
18,6.txt,car,Detect,1092.0,True,1,car,0.7783882783882784,0.880797
19,6.txt,car,conf_lack,323.0,True,1,car,0.8359133126934984,0.5
20,6.txt,car,conf_lack,300.0,True,1,car,0.7891373801916933,0.268941
21,7.txt,car,Detect,408.0,True,1,car,0.9230769230769231,0.622459
22,7.txt,car,Detect,342.0,True,1,car,0.7878048780487805,0.622459
23,7.txt,car,Detect,1364.0,True,1,car,0.9045226130653267,0.880797
24,8.txt,car,Detect,540.0,True,1,car,0.8479338842975207,0.622459
25,8.txt,car,Detect,380.0,True,1,car,0.7888631090487239,0.731059
26,8.txt,car,Detect,1785.0,True,1,car,0.9131428571428571,0.880797
27,9.txt,car,Detect,736.0,True,1,car,0.8559782608695652,0.731059
28,9.txt,car,Detect,380.0,True,1,car,0.8315098468271335,0.731059
29,9.txt,car,Detect,2090.0,True,1,car,0.8903406439570696,0.817575
30,10.txt,car,Detect,1039.0,True,1,car,0.84,0.880797
31,10.txt,car,Detect,380.0,True,1,car,0.8653846153846154,0.622459
32,10.txt,car,conf_lack,233.0,True,1,car,0.7804878048780488,0.075858
33,10.txt,car,Detect,2184.0,True,1,car,0.8722674667809687,0.880797
34,11.txt,car,Detect,1479.0,True,1,car,0.94,0.924142
35,11.txt,car,conf_lack,187.0,True,1,car,0.7476635514018691,0.182426
36,11.txt,car,conf_lack,323.0,True,1,car,0.7744565217391305,0.5
37,11.txt,car,conf_lack,233.0,True,1,car,0.7809187279151943,0.119203
38,11.txt,car,Detect,2296.0,True,1,car,0.9586056644880174,0.880797
39,12.txt,car,Detect,2520.0,True,1,car,0.9592691282832128,0.880797
40,12.txt,car,conf_lack,233.0,True,1,car,0.9,0.268941
41,12.txt,car,conf_lack,323.0,True,1,car,0.7648725212464589,0.5
42,12.txt,car,Detect,2408.0,True,1,car,0.8997955010224948,0.924142
43,13.txt,car,conf_lack,294.0,True,1,car,0.7894736842105263,0.119203
44,13.txt,car,Detect,4997.0,True,1,car,0.9607609988109393,0.924142
45,13.txt,car,Detect,360.0,True,1,car,0.851063829787234,0.622459
46,13.txt,car,Detect,2365.0,True,1,car,0.9024485036921881,0.924142
47,14.txt,car,Detect,12580.0,True,1,car,0.9676837399011687,0.880797
48,14.txt,car,conf_lack,360.0,True,1,car,1.0,0.268941
49,14.txt,car,conf_lack,399.0,True,1,car,0.8947368421052632,0.5
50,14.txt,car,Detect,2376.0,True,1,car,0.960065870728695,0.924142
51,15.txt,car,Detect,30378.0,True,1,car,0.9639178596877631,0.924142
52,15.txt,car,conf_lack,540.0,True,1,car,0.6944444444444444,0.5
53,15.txt,car,conf_lack,456.0,True,1,car,0.7979591836734694,0.377541
54,15.txt,car,Detect,2142.0,True,1,car,0.9523809523809523,0.924142
55,16.txt,car,Detect,700.0,True,1,car,0.7771428571428571,0.731059
56,16.txt,car,conf_lack,520.0,True,1,car,0.6923076923076923,0.5
57,16.txt,car,Detect,1872.0,True,1,car,0.9096209912536443,0.880797
58,17.txt,car,Detect,989.0,True,1,car,0.8757281553398059,0.817575
59,17.txt,car,Detect,588.0,True,1,car,0.9210526315789473,0.731059
60,17.txt,car,Detect,1584.0,True,1,car,0.882943143812709,0.924142
61,18.txt,car,Detect,1404.0,True,1,car,0.9285714285714286,0.817575
62,18.txt,car,Detect,690.0,True,1,car,0.782608695652174,0.817575
63,18.txt,car,Detect,1280.0,True,1,car,0.8857142857142857,0.880797
64,19.txt,car,Detect,2312.0,True,1,car,0.8759850684363335,0.880797
65,19.txt,car,Detect,800.0,True,1,car,0.765625,0.817575
66,19.txt,car,Detect,1110.0,True,1,car,0.8824013157894737,0.817575
67,20.txt,car,Detect,3999.0,True,1,car,0.9566985645933014,0.924142
68,20.txt,car,Detect,883.0,True,1,car,0.8996728462377317,0.817575
69,20.txt,car,Detect,1050.0,True,1,car,0.9150326797385621,0.880797
70,21.txt,car,Detect,8723.0,True,1,car,0.9604493866788949,0.880797
71,21.txt,car,Detect,1102.0,True,1,car,0.8960698689956332,0.880797
72,21.txt,car,Detect,986.0,True,1,car,0.9379310344827586,0.880797
73,22.txt,car,Detect,23067.0,True,1,car,0.957388939256573,0.924142
74,22.txt,car,Detect,1376.0,True,1,car,0.9302325581395349,0.880797
75,22.txt,car,Detect,1080.0,True,1,car,0.8857644991212654,0.880797
76,23.txt,car,Detect,18632.0,True,1,car,0.9169603186762678,0.880797
77,23.txt,car,Detect,1632.0,True,1,car,0.9428571428571428,0.880797
78,23.txt,car,Detect,1147.0,True,1,car,0.9103690685413005,0.880797
79,24.txt,car,Detect,2052.0,True,1,car,0.8997214484679665,0.880797
80,24.txt,car,Detect,1216.0,True,1,car,0.9188741721854304,0.924142
81,25.txt,car,Detect,2562.0,True,1,car,0.967741935483871,0.880797
82,25.txt,car,Detect,1248.0,True,1,car,0.9141940657578188,0.880797
83,26.txt,car,Detect,3174.0,True,1,car,0.964741641337386,0.924142
84,26.txt,car,Detect,1353.0,True,1,car,0.9187675070028011,0.924142
85,27.txt,car,Detect,4029.0,True,1,car,0.955572102258625,0.924142
86,27.txt,car,Detect,1505.0,True,1,car,0.9772727272727273,0.880797
87,28.txt,car,Detect,4840.0,True,1,car,0.9602111246447422,0.924142
88,28.txt,car,Detect,1584.0,True,1,car,0.9555555555555556,0.924142
89,29.txt,car,Detect,5820.0,True,1,car,0.9587628865979382,0.924142
90,29.txt,car,Detect,1548.0,True,1,car,0.9086538461538461,0.880797
91,30.txt,car,Detect,6488.0,True,1,car,0.9805825242718447,0.924142
92,30.txt,car,Detect,1320.0,True,1,car,0.9182209469153515,0.880797
93,31.txt,car,Detect,6448.0,True,1,car,0.9491315136476427,0.924142
94,31.txt,car,Detect,1178.0,True,1,car,0.967741935483871,0.880797
95,32.txt,car,Detect,5800.0,True,1,car,0.9322033898305084,0.924142
96,32.txt,car,Detect,1015.0,True,1,car,0.936734693877551,0.880797
97,33.txt,car,Detect,5346.0,True,1,car,0.9525909592061742,0.880797
98,33.txt,car,Detect,831.0,True,1,car,0.8699763593380615,0.817575
99,34.txt,car,Detect,5247.0,True,1,car,0.9440533530937384,0.880797
100,34.txt,car,Detect,779.0,True,1,car,0.8461538461538461,0.817575
101,35.txt,car,Detect,5824.0,True,1,car,0.8947016546882834,0.924142
102,35.txt,car,Detect,750.0,True,1,car,0.8846153846153846,0.817575
103,36.txt,car,Detect,7137.0,True,1,car,0.9508196721311475,0.924142
104,36.txt,car,Detect,750.0,True,1,car,0.792,0.817575
105,37.txt,car,Detect,10360.0,True,1,car,0.9928571428571429,0.880797
106,37.txt,car,Detect,672.0,True,1,car,0.7803468208092486,0.731059
107,38.txt,car,Detect,16435.0,True,1,car,0.9738363430478575,0.817575
108,38.txt,car,Detect,672.0,True,1,car,0.7878787878787878,0.731059
109,39.txt,car,Detect,15259.0,True,1,car,0.8221469173589856,0.817575
110,39.txt,car,Detect,644.0,True,1,car,0.8478260869565217,0.731059
111,40.txt,car,Detect,594.0,True,1,car,0.8112324492979719,0.731059
112,41.txt,car,Detect,546.0,True,1,car,0.7937007874015748,0.731059
113,41.txt,car,Detect,1947.0,True,1,car,0.9090909090909091,0.880797
114,42.txt,car,Detect,4801.0,True,1,car,0.8831699346405228,0.880797
115,42.txt,car,Detect,594.0,True,1,car,0.7575757575757576,0.731059
116,42.txt,car,conf_lack,220.0,True,1,car,0.7892857142857143,0.377541
117,43.txt,car,Detect,10823.0,True,1,car,0.923034278850596,0.880797
118,43.txt,car,Detect,621.0,True,1,car,0.8454106280193237,0.817575
119,43.txt,car,conf_lack,352.0,True,1,car,0.7728337236533958,0.268941
120,44.txt,car,conf_lack,756.0,True,1,car,0.9444444444444444,0.047426
121,44.txt,car,pos_clsT,600.0,positive,1,car,0.02276176024279211,0.047426
122,44.txt,car,Detect,682.0,True,1,car,0.8310249307479224,0.731059
123,44.txt,car,Detect,572.0,True,1,car,0.7064846416382252,0.731059
124,44.txt,car,conf_lack,170.0,True,1,car,0.6375,0.182426
125,44.txt,car,pos_clsT,153.0,positive,1,car,0.05390835579514825,0.029312
126,45.txt,car,Detect,1161.0,True,1,car,0.850632911392405,0.817575
127,45.txt,car,conf_lack,378.0,True,1,car,0.7298578199052133,0.029312
128,45.txt,car,conf_lack,400.0,True,1,car,0.84,0.377541
129,45.txt,car,Detect,648.0,True,1,car,0.9130434782608695,0.817575
130,45.txt,car,pos_clsT,297.0,positive,1,car,0.4785276073619632,0.001501
131,46.txt,car,Detect,2457.0,True,1,car,0.9272125723738627,0.731059
132,46.txt,car,conf_lack,612.0,True,1,car,0.6567796610169492,0.377541
133,46.txt,car,conf_lack,680.0,True,1,car,0.7676470588235295,0.5
134,46.txt,car,Detect,621.0,True,1,car,0.7267441860465116,0.817575
135,47.txt,car,conf_lack,5301.0,True,1,car,0.9343148357870895,0.119203
136,47.txt,car,conf_lack,1034.0,True,1,car,0.6137339055793991,0.075858
137,47.txt,car,conf_lack,1351.0,True,1,car,0.740873299928418,0.182426
138,47.txt,car,Detect,621.0,True,1,car,0.8112324492979719,0.817575
139,48.txt,car,conf_lack,5904.0,True,1,car,0.9740853658536586,0.00407
140,48.txt,car,Detect,4400.0,True,1,car,0.9586056644880174,0.731059
141,48.txt,car,Detect,594.0,True,1,car,0.8566978193146417,0.817575
142,49.txt,car,conf_lack,13640.0,True,1,car,0.6888888888888889,0.006693
143,49.txt,car,conf_lack,3913.0,True,1,car,0.8557993730407524,0.182426
144,49.txt,car,Detect,644.0,True,1,car,0.8571428571428571,0.731059
145,50.txt,car,Detect,621.0,True,1,car,0.8895800933125972,0.817575
146,51.txt,car,Detect,567.0,True,1,car,0.8868243243243243,0.731059
147,52.txt,car,Detect,528.0,True,1,car,0.8527918781725888,0.731059
148,53.txt,car,Detect,525.0,True,1,car,0.8323809523809523,0.731059
149,54.txt,car,Detect,528.0,True,1,car,0.8056537102473498,0.731059
150,55.txt,car,Detect,483.0,True,1,car,0.7540983606557377,0.622459
151,56.txt,car,Detect,437.0,True,1,car,0.8301486199575372,0.622459
152,57.txt,car,Detect,418.0,True,1,car,0.908256880733945,0.622459
153,58.txt,car,conf_lack,357.0,True,1,car,0.9015151515151515,0.5
154,59.txt,car,Detect,340.0,True,1,car,0.7136563876651982,0.622459
155,60.txt,car,Detect,304.0,True,1,car,0.7251908396946565,0.731059
156,61.txt,car,conf_lack,288.0,True,1,car,0.7531645569620253,0.5
157,62.txt,car,conf_lack,272.0,True,1,car,0.794392523364486,0.377541
158,63.txt,car,conf_lack,238.0,True,1,car,0.7777777777777778,0.268941
159,64.txt,car,conf_lack,224.0,True,1,car,0.6848249027237354,0.119203
160,65.txt,car,conf_lack,224.0,True,1,car,0.5492957746478874,0.268941
161,66.txt,car,conf_lack,304.0,True,1,car,0.8934169278996865,0.268941
162,67.txt,car,conf_lack,320.0,True,1,car,0.7875,0.377541
163,68.txt,car,Detect,352.0,True,1,car,0.7317073170731707,0.622459
164,69.txt,car,conf_lack,408.0,True,1,car,0.6818181818181818,0.377541
165,70.txt,car,conf_lack,475.0,True,1,car,0.7263157894736842,0.377541
166,71.txt,car,Detect,513.0,True,1,car,0.9140625,0.622459
167,72.txt,car,Detect,520.0,True,1,car,0.828,0.731059
168,73.txt,car,Detect,440.0,True,1,car,0.7297297297297297,0.817575
